representation,num_clusters,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity,clusterer,model,modality,device,amp
latent,4.0,0.2081483155488968,28.801835213503058,1.7701164930708684,0.0010890491542860335,0.03466726131137685,0.124,dbscan,vae,audio,cuda,True
pca_kmeans,10.0,0.1138773113489151,118.96601281601593,2.088577932364686,0.1726096687135293,0.31231930057600027,0.39,kmeans,pca,audio,cpu,False
