representation,num_clusters,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity,clusterer,model,modality,device,amp
latent,10.0,0.22450631856918335,232.27836973727648,1.2473641390565977,0.17119623056841646,0.30624168375822625,0.366,agglo,vae,audio,cuda,True
pca_kmeans,10.0,0.1138773113489151,118.96601281601593,2.088577932364686,0.1726096687135293,0.31231930057600027,0.39,kmeans,pca,audio,cpu,False
