representation,num_clusters,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity,clusterer,model,modality,device,amp
latent,10.0,0.22621877491474152,264.96157991454373,1.264925473566736,0.15310093624488832,0.2891331019872384,0.354,kmeans,vae,audio,cuda,True
pca_kmeans,10.0,0.1138773113489151,118.96601281601593,2.088577932364686,0.1726096687135293,0.31231930057600027,0.39,kmeans,pca,audio,cpu,False
