representation,num_clusters,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity,clusterer,model,modality,device,amp
latent,2.0,0.787649393081665,11141.37206648041,0.30465722555956887,0.9613495324411124,0.9142491911020885,0.9906340057636888,kmeans,vae,lyrics,cuda,True
pca_kmeans,2.0,0.9651228785514832,893.9510541261948,0.42410620073441785,0.0034087607840794336,0.004589087717581137,0.7215417867435159,kmeans,pca,lyrics,cpu,False
